underwrittencoverid,policyid,transactionmonth,isvatregistered,citizenship,legaltype,title,language,bank,accounttype,maritalstatus,gender,country,province,postalcode,maincrestazone,subcrestazone,itemtype,mmcode,vehicletype,registrationyear,make,model,cylinders,cubiccapacity,kilowatts,bodytype,numberofdoors,vehicleintrodate,customvalueestimate,alarmimmobiliser,trackingdevice,capitaloutstanding,newvehicle,writtenoff,rebuilt,converted,crossborder,numberofvehiclesinfleet,suminsured,termfrequency,calculatedpremiumperterm,excessselected,covercategory,covertype,covergroup,section,product,statutoryclass,statutoryrisktype,totalpremium,totalclaims,margin
143130,12651,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,5410,"Tembu 2, Cape Mid 2, Cape Mid West, Tembu 1",Tembu 2,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,2.4778,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.173508771929,0.0,2.173508771929
223601,17390,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Married,Not specified,South Africa,North West,458,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,30415200.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,JINBEI,HAISE 2.2i,4.0,2237.0,76.0,B/S,4.0,2010-08-01,140000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.2247,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.074298245614,0.0,1.074298245614
73103,5110,2014-12-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3370,Natal,Natal 2,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,2.6694,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.341578947368,0.0,2.341578947368
30253,433,2014-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,162,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,No,300000.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.5509,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.623596491228,0.0,6.623596491228
86208,6874,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002006,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,205.0974,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,179.91,0.0,179.91
125174,10623,2015-03-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1852,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,22045520.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,FORD,FIESTA 1.6 SPORT 5Dr,4.0,1596.0,88.0,H/B,5.0,2010-11-01,140400.0,Yes,No,140400.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,0.0,21.929824561403
69935,5133,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,1030,Transvaal (all except Pretoria),Transvaal East,Mobility - Motor,44004610.0,Medium Commercial,1970-01-01 00:00:00.000002008,MERCEDES-BENZ,SPRINTER 416 CDI F/C C/C,5.0,2700.0,115.0,C/C,2.0,2004-05-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,226.9573,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,199.085350877193,0.0,199.085350877193
195261,13008,2015-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,300,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,138800.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,100000.0,Monthly,50.0,No excess,Accidental Death,Accidental Death,Accidental Death,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,43.859649122807,0.0,43.859649122807
257091,20744,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,5247,East London,East London,Mobility - Motor,60058417.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2009-08-01,161800.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,161800.0,Monthly,824.4357,Mobility - Taxi with value more than R100 000 - R5 000 (April),Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,723.189210526316,0.0,723.189210526316
136420,7982,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4001,Natal (Durban),Durban,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,138600.0,More than 6 months,No,No,No,No,,138600.0,Monthly,115.4995,No excess,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,101.315350877193,0.0,101.315350877193
17147,868,2014-10-01,False,  ,Individual,Mr,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,500000.0,Monthly,296.2799,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,259.894649122807,0.0,259.894649122807
136988,11500,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,700,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,7512100.0,Passenger Vehicle,1970-01-01 00:00:00.000002007,C.A.M,INYATHI,4.0,2237.0,76.0,B/S,4.0,2006-07-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,50000.0,Monthly,197.2702,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,173.044035087719,0.0,173.044035087719
278589,22904,2015-08-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058410.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 10 SEAT,4.0,2694.0,111.0,B/S,4.0,2006-11-01,236600.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.0165,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.154824561403,0.0,6.154824561403
107712,6291,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,400,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,44004540.0,Medium Commercial,1970-01-01 00:00:00.000002010,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,2004-05-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.9805,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.123245614035,0.0,6.123245614035
125171,10623,2015-03-01,True,  ,Close Corporation,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1852,Transvaal (all except Pretoria),Transvaal South,Mobility - Motor,22045520.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,FORD,FIESTA 1.6 SPORT 5Dr,4.0,1596.0,88.0,H/B,5.0,2010-11-01,140400.0,Yes,No,140400.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.2378,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,1.085789473684,0.0,1.085789473684
147653,12570,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3610,Natal,Natal 3,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,284000.0,Yes,Yes,284000.0,More than 6 months,No,No,No,No,,500000.0,Monthly,377.1791,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,330.858859649123,0.0,330.858859649123
166659,13357,2015-05-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,200,Transvaal (all except Pretoria),Bushveld,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,244200.0,Yes,Yes,244200.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.1003,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.228333333333,0.0,6.228333333333
166260,14248,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,44004540.0,Medium Commercial,1970-01-01 00:00:00.000002009,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,2004-05-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,220000.0,Monthly,733.8451,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,643.723771929825,0.0,643.723771929825
17273,875,2014-05-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,162,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,220000.0,Yes,No,334999.0,More than 6 months,No,No,No,No,,334999.0,Monthly,279.1647,No excess,Credit Protection,Credit Protection,Credit Protection,Credit Protection,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,244.881315789474,0.0,244.881315789474
91128,7346,2014-11-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,44004540.0,Medium Commercial,1970-01-01 00:00:00.000002009,MERCEDES-BENZ,SPRINTER 416 CDI HI-ROOF F/C P/V,5.0,2700.0,115.0,P/V,2.0,2004-05-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,0.0,74.561403508771
132337,11052,2015-01-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2090,Johannesburg,Johannesburg,Mobility - Motor,60027502.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,COROLLA 1.6 PROFESSIONAL,4.0,1598.0,91.0,S/D,4.0,2010-07-01,159700.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,18.392756083757,0.0,18.392756083757
147170,12623,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,470,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,64082440.0,Medium Commercial,1970-01-01 00:00:00.000002012,VOLKSWAGEN,CRAFTER 50 HR120 XLWB F/C P/V,5.0,2459.0,120.0,P/V,2.0,2007-04-01,220000.0,Yes,No,2012.0,More than 6 months,No,No,No,No,,500000.0,Monthly,302.778,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,246.623684210526,0.0,246.623684210526
80775,7037,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,942,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,7.1642,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,6.284385964912,0.0,6.284385964912
299794,23076,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058417.0,Passenger Vehicle,1970-01-01 00:00:00.000002009,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2009-08-01,172800.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.062,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.317543859649,0.0,5.317543859649
92034,6641,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Male,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60056925.0,Passenger Vehicle,1970-01-01 00:00:00.000002004,TOYOTA,HiACE SUPER 16 F/Lift,4.0,2237.0,75.0,B/S,4.0,1992-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.041,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.913157894736,0.0,0.913157894736
127341,9774,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,333000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,110.0,No excess,Basic Excess Waiver (2015),Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,96.491228070175,0.0,96.491228070175
86793,7289,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,179,Transvaal (Pretoria),Pretoria,Mobility - Motor,60027502.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,COROLLA 1.6 PROFESSIONAL,4.0,1598.0,91.0,S/D,4.0,2010-07-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,90.0,No excess,Basic Excess Waiver,Basic Excess Waiver,Basic Excess Waiver,Optional Extended Covers,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,78.947368421052,0.0,78.947368421052
240774,21128,2015-06-01,False,  ,Individual,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4066,Natal (Durban),Durban,Mobility - Motor,60058407.0,Passenger Vehicle,1970-01-01 00:00:00.000002014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,2012-04-01,281600.0,Yes,Yes,281600.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,2.7852,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,2.443157894736,0.0,2.443157894736
140532,12364,2014-11-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4200,Natal,South Coast,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.3189,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.542894736842,0.0,5.542894736842
140579,12364,2015-04-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4200,Natal,South Coast,Mobility - Motor,60058419.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,2012-04-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,5000.0,Monthly,5.3475,No excess,Keys and Alarms,Keys and Alarms,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.690789473684,0.0,4.690789473684
79297,6317,2015-07-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Limpopo,902,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,5.6854,No excess,Cleaning and Removal of Accident Debris,Cleaning and Removal of Accident Debris,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,4.987192982456,0.0,4.987192982456
84013,7072,2015-02-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,7500.0,Monthly,6.8336,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,5.994385964912,0.0,5.994385964912
113714,8550,2015-03-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,1085,Transvaal (all except Pretoria),Transvaal East,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,No,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.3765,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.20745614035,0.0,1.20745614035
195254,13008,2015-08-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,300,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,60058418.0,Passenger Vehicle,1970-01-01 00:00:00.000002011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,2010-10-01,231000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,5000000.0,Monthly,1.7819,No excess,Passenger Liability,Passenger Liability,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.563070175438,0.0,1.563070175438
112229,7692,2015-06-01,False,  ,Individual,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,North West,299,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,60058415.0,Passenger Vehicle,1970-01-01 00:00:00.000002008,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,2007-11-01,220000.0,Yes,Yes,0.0,More than 6 months,No,No,No,No,,3500.0,Monthly,1.2247,No excess,Signage and Vehicle Wraps,Signage and Vehicle Wraps,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1.074298245614,0.0,1.074298245614
